,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,label1,label2,tweet_counts,user_counts,gpt_label,manual_label,is_gt
0,4980863,28330,retweet,e4f34b2bed6e10850d0570127be59cd33811b14d2884334bb97ce5476bc70ab5,"RT @mtaibbi This is outrageous. When clearly authoritarian behavior won’t even be reviewed by courts, what recourse do ordinary people have?",,1677031855,Twitter,,authoritarian behavior courts ordinary outrageous people recourse reviewed rt won,10,crime,,2494,5,opposing,,0
1,1169561,347939,retweet,e4f34b2bed6e10850d0570127be59cd33811b14d2884334bb97ce5476bc70ab5,"RT @mtaibbi This is outrageous. When clearly authoritarian behavior won’t even be reviewed by courts, what recourse do ordinary people have?",,1677027748,Twitter,,authoritarian behavior courts ordinary outrageous people recourse reviewed rt won,10,crime,,2494,5,opposing,,0
2,3727226,6660,retweet,e4f34b2bed6e10850d0570127be59cd33811b14d2884334bb97ce5476bc70ab5,"RT @mtaibbi This is outrageous. When clearly authoritarian behavior won’t even be reviewed by courts, what recourse do ordinary people have?",,1677015449,Twitter,,authoritarian behavior courts ordinary outrageous people recourse reviewed rt won,10,crime,,2494,5,opposing,,0
3,4854260,6660,retweet,7ea72e5f0d77246cf31ca54b3eb6f1f8207b94fdebeea68eb223b81b3f6bfcef,"RT @DonaldJTrumpJr Our corrupt elites aren't threatened by violent criminals on the streets because all of them have private security. They don't care if normal people are being terrorized. But they are threatened by Trump, which is why they're willing to turn us into a Banana Republic to stop him!",,1680225503,Twitter,,banana care corrupt criminals elites normal people private republic rt security stop streets terrorized threatened threatened trump turn violent,19,crime,,1433,5,opposing,,0
4,2209691,45512,retweet,e4f34b2bed6e10850d0570127be59cd33811b14d2884334bb97ce5476bc70ab5,"RT @mtaibbi This is outrageous. When clearly authoritarian behavior won’t even be reviewed by courts, what recourse do ordinary people have?",,1677033869,Twitter,,authoritarian behavior courts ordinary outrageous people recourse reviewed rt won,10,crime,,2494,6,opposing,,0
5,1388210,45512,retweet,fb5520e3a54da92c56f0f88213e22ff9d147fab340729d86c7bd00f2086673e0,"RT @VigilantFox .@TuckerCarlson Reveals How the Government INTRUDED On His Signal Account to Foil Interview ""I was working on it [an interview with Putin before the war], and they broke into my text messages. The NSA broke into my Signal account,"" disclosed @TuckerCarlson. ""I was intimidated.… https://t.co/8werBOnjfc",,1683395714,Twitter,,account account broke broke disclosed foil government interview interview intimidated intruded messages nsa putin reveals rt signal signal text war working,21,crime,,1950,6,opposing,opposing,1
6,5189574,4467,retweet,e4f34b2bed6e10850d0570127be59cd33811b14d2884334bb97ce5476bc70ab5,"RT @mtaibbi This is outrageous. When clearly authoritarian behavior won’t even be reviewed by courts, what recourse do ordinary people have?",,1677013570,Twitter,,authoritarian behavior courts ordinary outrageous people recourse reviewed rt won,10,crime,,2494,6,opposing,,0
7,5934603,4467,retweet,81f34083069af053838aed59a8a414d2cd696ae97656892795f9afab8d9f4e64,RT @KariLake Life is no longer safe down at our border The cartels are firmly in control. Not just in Mexico but in Arizona as well. That's why my top issue is to make sure that we secure our Border. And that's why the corrupt political machine is trying so hard to stop me. https://t.co/sIzjuBzJ6V,,1678245495,Twitter,,arizona border border cartels control corrupt firmly hard issue life longer machine make mexico political rt safe secure stop top,20,crime,,1354,6,opposing,,0
8,1747321,4467,retweet,fb5520e3a54da92c56f0f88213e22ff9d147fab340729d86c7bd00f2086673e0,"RT @VigilantFox .@TuckerCarlson Reveals How the Government INTRUDED On His Signal Account to Foil Interview ""I was working on it [an interview with Putin before the war], and they broke into my text messages. The NSA broke into my Signal account,"" disclosed @TuckerCarlson. ""I was intimidated.… https://t.co/8werBOnjfc",,1683387116,Twitter,,account account broke broke disclosed foil government interview interview intimidated intruded messages nsa putin reveals rt signal signal text war working,21,crime,,1950,6,opposing,opposing,1
9,4240319,431286,retweet,e4f34b2bed6e10850d0570127be59cd33811b14d2884334bb97ce5476bc70ab5,"RT @mtaibbi This is outrageous. When clearly authoritarian behavior won’t even be reviewed by courts, what recourse do ordinary people have?",,1677025879,Twitter,,authoritarian behavior courts ordinary outrageous people recourse reviewed rt won,10,crime,,2494,5,opposing,,0
